scenario,engine,day,average_stress,average_burnout,average_productivity,turnover_count,active_employee_count
Supportive management + flexible schedule,Mesa,162,0.0,0.0,0.8575901108238466,0,50
Supportive management + flexible schedule,Mesa,163,0.0,0.0,0.8609073387335102,0,50
Supportive management + flexible schedule,Mesa,164,0.0,0.0,0.8610464762710857,0,50
Supportive management + flexible schedule,Mesa,165,0.0,0.0,0.8586493749957623,0,50
Supportive management + flexible schedule,Mesa,166,0.0,0.0,0.8629738555679591,0,50
Supportive management + flexible schedule,Mesa,167,0.0,0.0,0.8640063095791504,0,50
Supportive management + flexible schedule,Mesa,168,0.0,0.0,0.8609630119358553,0,50
Supportive management + flexible schedule,Mesa,169,0.0,0.0,0.8584037588008754,0,50
Supportive management + flexible schedule,Mesa,170,0.0,0.0,0.8585295397295515,0,50
Supportive management + flexible schedule,Mesa,171,0.0,0.0,0.8592614798423002,0,50
Supportive management + flexible schedule,Mesa,172,0.0,0.0,0.8589964313552391,0,50
Supportive management + flexible schedule,Mesa,173,0.0,0.0,0.8622755413064565,0,50
Supportive management + flexible schedule,Mesa,174,0.0,0.0,0.8616638497948027,0,50
Supportive management + flexible schedule,Mesa,175,0.0,0.0,0.8582689349624161,0,50
Supportive management + flexible schedule,Mesa,176,0.0,0.0,0.8595754229708719,0,50
Supportive management + flexible schedule,Mesa,177,0.0,0.0,0.8665874360718476,0,50
Supportive management + flexible schedule,Mesa,178,0.0,0.0,0.855253712481487,0,50
Supportive management + flexible schedule,Mesa,179,0.0,0.0,0.8595604552786037,0,50
Supportive management + flexible schedule,Mesa,180,0.0,0.0,0.8627074874331393,0,50
Authoritarian management + overtime,Custom,0,0.29239352543529923,0.08374098564892693,0.651629224357571,0,50
Authoritarian management + overtime,Custom,1,0.37681062558283074,0.07025574198087688,0.8049851757727952,0,50
Authoritarian management + overtime,Custom,2,0.46186561512295443,0.059173291315927135,0.7800931988343504,0,50
Authoritarian management + overtime,Custom,3,0.5468326573553988,0.05202038996423568,0.7549343303366308,0,50
Authoritarian management + overtime,Custom,4,0.6331150340934526,0.04885060913516277,0.719004316443944,0,50
Authoritarian management + overtime,Custom,5,0.7065962279321722,0.04944780654310791,0.6824526018238902,0,50
Authoritarian management + overtime,Custom,6,0.7565452879094211,0.05273300550151511,0.6553010302397575,0,50
Authoritarian management + overtime,Custom,7,0.7961926648386415,0.058138278775660995,0.6196784571760612,0,50
Authoritarian management + overtime,Custom,8,0.8199532520482657,0.06457215049339149,0.595279232099704,0,50
Authoritarian management + overtime,Custom,9,0.8396545084650572,0.07224737280224022,0.5589608751176965,0,50
Authoritarian management + overtime,Custom,10,0.8514785890996478,0.07902788333536971,0.5390808240672817,1,49
Authoritarian management + overtime,Custom,11,0.8655015988197728,0.08784374932175104,0.44058175038195296,1,49
Authoritarian management + overtime,Custom,12,0.877425602537789,0.09706732245803065,0.41336935878759856,1,49
Authoritarian management + overtime,Custom,13,0.8874060176107488,0.10666952498800233,0.38558446667527735,1,49
Authoritarian management + overtime,Custom,14,0.8931404157147549,0.11661661402028096,0.36262031585199317,2,48
Authoritarian management + overtime,Custom,15,0.8882948895650051,0.12524500778594488,0.3403783972480305,2,49
Authoritarian management + overtime,Custom,16,0.8947280154638624,0.13524789130128867,0.32195810405472175,2,49
Authoritarian management + overtime,Custom,17,0.8983703359063453,0.14311139604956996,0.30947148960337334,3,48
Authoritarian management + overtime,Custom,18,0.9016701694327394,0.15249443700446302,0.28953515736854246,4,47
Authoritarian management + overtime,Custom,19,0.8945058685634653,0.16159118708608547,0.2752328729793054,4,48
Authoritarian management + overtime,Custom,20,0.8995031846127569,0.17203282932372646,0.2727255395970725,4,48
Authoritarian management + overtime,Custom,21,0.9045012242497298,0.18264535178834218,0.25593464917483527,4,48
Authoritarian management + overtime,Custom,22,0.8964906321328721,0.18894347928670294,0.2547990253740492,6,47
Authoritarian management + overtime,Custom,23,0.8926691661083425,0.19681601784656644,0.2521518482174428,6,48
Authoritarian management + overtime,Custom,24,0.8981886990134234,0.20765488752164726,0.2448759244062281,7,47
Authoritarian management + overtime,Custom,25,0.9054050495594171,0.2181099548457746,0.23875788405178686,7,47
Authoritarian management + overtime,Custom,26,0.9114363027873063,0.22446941393527167,0.22886552198474952,8,46
Authoritarian management + overtime,Custom,27,0.8986498218008018,0.22952915639064922,0.2227997336896137,8,48
Authoritarian management + overtime,Custom,28,0.9087817205741615,0.24005191311705365,0.21764167010764057,8,48
Authoritarian management + overtime,Custom,29,0.905567713721781,0.24725028487706344,0.2145859192622855,8,49
Authoritarian management + overtime,Custom,30,0.9124678449880784,0.25690485312055916,0.19841592003914402,9,48
Authoritarian management + overtime,Custom,31,0.9049679964186302,0.26555682732454805,0.19555538315131205,10,48
Authoritarian management + overtime,Custom,32,0.907669408773647,0.27223024624973424,0.197007876245607,12,46
Authoritarian management + overtime,Custom,33,0.9139007896428882,0.2830657393793164,0.18638086823864536,12,46
Authoritarian management + overtime,Custom,34,0.9187000808044388,0.2942366076660396,0.1714149163841057,12,46
Authoritarian management + overtime,Custom,35,0.9129615137059994,0.3007687131511679,0.17305346782602268,12,47
Authoritarian management + overtime,Custom,36,0.9061751841748241,0.30354224264253454,0.17458800970468372,14,46
Authoritarian management + overtime,Custom,37,0.8907542070104655,0.30081072478580767,0.17980439235033407,15,47
Authoritarian management + overtime,Custom,38,0.9014860866158823,0.31106028328552254,0.1759848090780878,16,46
Authoritarian management + overtime,Custom,39,0.9126689469856775,0.322723738260434,0.16502646473995308,17,45
Authoritarian management + overtime,Custom,40,0.9259594733242236,0.33389708932378753,0.1568482021586153,17,45
Authoritarian management + overtime,Custom,41,0.9131714378387058,0.33019829318109817,0.16035248132151458,18,46
Authoritarian management + overtime,Custom,42,0.9112001953830203,0.3368747330093015,0.1589744878165085,18,47
Authoritarian management + overtime,Custom,43,0.9094459676038288,0.3424849218067832,0.1595631533050135,18,48
Authoritarian management + overtime,Custom,44,0.9052511276492994,0.34717548928427794,0.16434689269789296,18,49
Authoritarian management + overtime,Custom,45,0.9159895986548625,0.35787926233642114,0.16016074866618468,18,49
Authoritarian management + overtime,Custom,46,0.9092008334873533,0.3688905003107789,0.15342248689301574,20,48
Authoritarian management + overtime,Custom,47,0.9126676940461724,0.37566150829436484,0.14844359259728768,21,47
Authoritarian management + overtime,Custom,48,0.9157239571572175,0.38290921609099526,0.15267769330519246,22,46
Authoritarian management + overtime,Custom,49,0.9177034539565841,0.3811359369337455,0.14541800084695017,24,44
Authoritarian management + overtime,Custom,50,0.918798837848418,0.37951940988630944,0.14955059178790137,26,42
Authoritarian management + overtime,Custom,51,0.8892172405641509,0.38585268266100964,0.15779855811233331,29,41
Authoritarian management + overtime,Custom,52,0.8803590583000517,0.39383830751939,0.16674892003996933,30,41
Authoritarian management + overtime,Custom,53,0.8662789927415732,0.3861993889795516,0.168596111569904,32,40
Authoritarian management + overtime,Custom,54,0.8495060914056732,0.38002745234814633,0.1862108894266354,32,42
Authoritarian management + overtime,Custom,55,0.8348652995757458,0.37334791578664633,0.1962262723541876,32,44
Authoritarian management + overtime,Custom,56,0.8066703756561933,0.34412155544542494,0.22251411508538183,34,45
Authoritarian management + overtime,Custom,57,0.7991400599584203,0.34023410748722505,0.22524444510063785,37,43
Authoritarian management + overtime,Custom,58,0.7829149858992079,0.3198575798916828,0.24802221568548677,39,43
Authoritarian management + overtime,Custom,59,0.796939603315329,0.31441211586889156,0.2453625609738223,40,42
Authoritarian management + overtime,Custom,60,0.8140927424115019,0.3218821355125942,0.2389792637206956,40,42
Authoritarian management + overtime,Custom,61,0.7940923523808812,0.3012804833383865,0.248745705457985,42,42
Authoritarian management + overtime,Custom,62,0.7683702152590128,0.2736226330582551,0.26317587729809394,44,43
Authoritarian management + overtime,Custom,63,0.7653449154406662,0.25334445473283584,0.27451438358340496,45,44
Authoritarian management + overtime,Custom,64,0.7749232001108509,0.2403403826076654,0.2701738804453673,46,44
Authoritarian management + overtime,Custom,65,0.7969632624045079,0.24742324580406294,0.2713095337376916,46,44
Authoritarian management + overtime,Custom,66,0.79232678069653,0.23841251659652546,0.267165414912242,47,45
Authoritarian management + overtime,Custom,67,0.791422943152675,0.23231536485957455,0.27564877304945673,48,46
Authoritarian management + overtime,Custom,68,0.7929416812825506,0.2302797127016553,0.27659215233095064,49,46
Authoritarian management + overtime,Custom,69,0.7963989117670635,0.23215011552567982,0.2806920209741349,50,46
Authoritarian management + overtime,Custom,70,0.8050979322499896,0.21253335076152438,0.2821232210553759,52,44
Authoritarian management + overtime,Custom,71,0.8073913417943992,0.20222263830478712,0.2921601120136806,53,44
Authoritarian management + overtime,Custom,72,0.8099061029613659,0.20687114643501095,0.282912663328466,53,45
Authoritarian management + overtime,Custom,73,0.8083687932854621,0.21257123612470882,0.2795698300027073,53,46
Authoritarian management + overtime,Custom,74,0.8015591879172149,0.2128941427171486,0.28469490398364583,54,46
Authoritarian management + overtime,Custom,75,0.7816314245102565,0.21033243036482505,0.2885590105976861,56,46
Authoritarian management + overtime,Custom,76,0.7829981304155287,0.21390351389643975,0.2994002268120969,56,47
Authoritarian management + overtime,Custom,77,0.788921578320589,0.21833844694527968,0.28519751102790947,57,46
Authoritarian management + overtime,Custom,78,0.7913706270311777,0.22681222801935144,0.27070009612791596,59,44
Authoritarian management + overtime,Custom,79,0.7897560573510961,0.2311043538372034,0.27405923593265424,59,45
Authoritarian management + overtime,Custom,80,0.7764708756386346,0.21494456160465789,0.28163061393649913,60,46
Authoritarian management + overtime,Custom,81,0.7884810351209114,0.22141232212665066,0.28043663227286214,60,46
Authoritarian management + overtime,Custom,82,0.7825688140566995,0.22102398411861293,0.2901777843948149,62,45
Authoritarian management + overtime,Custom,83,0.7727055476416882,0.21927361582666213,0.2881867709849072,63,46
Authoritarian management + overtime,Custom,84,0.7897520645409245,0.2256125746236803,0.27574748256434506,63,46
Authoritarian management + overtime,Custom,85,0.7913070127825249,0.217482632668734,0.28544568667921444,64,46
Authoritarian management + overtime,Custom,86,0.8044282185483353,0.2072288080521883,0.2797087639435357,65,45
Authoritarian management + overtime,Custom,87,0.7988177183996842,0.2086408566069232,0.2784167958612648,65,47
Authoritarian management + overtime,Custom,88,0.7940048539693988,0.19160971231817517,0.27887462652211925,67,46
Authoritarian management + overtime,Custom,89,0.7953517822408673,0.2028237990554657,0.2694132121739867,70,43
Authoritarian management + overtime,Custom,90,0.7930434969596919,0.19693160265703175,0.26778609071665826,71,43
Authoritarian management + overtime,Custom,91,0.7947966814836852,0.20227208962271404,0.2648979058168979,71,44
Authoritarian management + overtime,Custom,92,0.805781658827457,0.21039838615438713,0.24215581608151873,71,44
Authoritarian management + overtime,Custom,93,0.7884331814437028,0.20912623329361266,0.2532088981625448,72,45
Authoritarian management + overtime,Custom,94,0.7700724876275538,0.20415140953639888,0.27004758953226554,73,47
Authoritarian management + overtime,Custom,95,0.7726485744143966,0.20437329401120632,0.27878841863272663,74,47
Authoritarian management + overtime,Custom,96,0.7931648775035235,0.2112949205449452,0.26542725341497764,74,47
Authoritarian management + overtime,Custom,97,0.8112244513285097,0.21899363189643745,0.255760776649032,74,47
Authoritarian management + overtime,Custom,98,0.8143830293044297,0.21892028651610157,0.24608457811644527,75,47
Authoritarian management + overtime,Custom,99,0.8158888594422824,0.2161836035628908,0.2368268702836634,76,47
Authoritarian management + overtime,Custom,100,0.8180164022196444,0.22148312373651904,0.24692641226432352,76,48
Authoritarian management + overtime,Custom,101,0.8278862537545614,0.22971481595803564,0.24278145734214726,76,48
Authoritarian management + overtime,Custom,102,0.8348760012175737,0.23951256121942016,0.23227682584608408,77,47
Authoritarian management + overtime,Custom,103,0.8331868078347942,0.2440823878789197,0.22642954924613423,77,48
Authoritarian management + overtime,Custom,104,0.8285693002627236,0.2503139757344194,0.23289315658078727,77,49
Authoritarian management + overtime,Custom,105,0.8325929805490121,0.25552901060686384,0.21813826653471177,78,48
Authoritarian management + overtime,Custom,106,0.8336603325445678,0.25088990474681083,0.22452139866710472,79,47
Authoritarian management + overtime,Custom,107,0.8150400360563765,0.23059251436431996,0.24343818725294497,82,45
Authoritarian management + overtime,Custom,108,0.820395557054631,0.23922163731335055,0.22766869471076473,82,45
Authoritarian management + overtime,Custom,109,0.8247953448261841,0.24802331580641698,0.2287776778238561,82,45
Authoritarian management + overtime,Custom,110,0.81793994045445,0.25149375415155023,0.22072047156075342,82,46
Authoritarian management + overtime,Custom,111,0.8107948218969327,0.2552117971206213,0.2297621668001008,82,47
Authoritarian management + overtime,Custom,112,0.7779278628925881,0.24094531470063177,0.23217806580047728,83,49
Authoritarian management + overtime,Custom,113,0.7841126949147148,0.2483380517969888,0.2342780868916034,83,49
Authoritarian management + overtime,Custom,114,0.7852464133314682,0.2481691200329299,0.2313868984232087,84,48
Authoritarian management + overtime,Custom,115,0.7907133196456755,0.25615936316042204,0.2255310003746209,84,48
Authoritarian management + overtime,Custom,116,0.7959417995810827,0.2642840379771,0.21864475089584964,84,48
Authoritarian management + overtime,Custom,117,0.7937591076991053,0.2694046811472185,0.22099775322945628,84,49
Authoritarian management + overtime,Custom,118,0.8022549324079777,0.27755691208685324,0.21735141765562152,84,49
Authoritarian management + overtime,Custom,119,0.7905972705594855,0.27081952006017157,0.21228290539355696,86,48
Authoritarian management + overtime,Custom,120,0.784748133843268,0.27017982360598153,0.21137802931585417,89,45
Authoritarian management + overtime,Custom,121,0.7837313435749379,0.26799438755317706,0.21628674392264982,91,43
Authoritarian management + overtime,Custom,122,0.7867850438999969,0.2736441994071159,0.20352206123436772,92,42
Authoritarian management + overtime,Custom,123,0.7912567807217779,0.2821480370321566,0.20287651406628798,92,42
Authoritarian management + overtime,Custom,124,0.7670943876688305,0.2855794895776922,0.2226074459317698,94,42
Authoritarian management + overtime,Custom,125,0.7413014067644341,0.2648786631397522,0.21923546211888612,95,44
Authoritarian management + overtime,Custom,126,0.7214888950757747,0.25730088020676206,0.2564200719469029,97,44
Authoritarian management + overtime,Custom,127,0.7236058930629585,0.25858499740064106,0.2542366221995777,97,45
Authoritarian management + overtime,Custom,128,0.7313838431030215,0.2645827388156652,0.24669720245028443,97,45
Authoritarian management + overtime,Custom,129,0.7049280377318733,0.24988481674157256,0.2723057125272533,100,44
Authoritarian management + overtime,Custom,130,0.7067307870684484,0.2515943379591518,0.2658421741098154,100,45
Authoritarian management + overtime,Custom,131,0.6993352115076215,0.24297754463237367,0.27515431853316097,101,46
Authoritarian management + overtime,Custom,132,0.7145051277384304,0.2484557530842089,0.28920747953585274,101,46
Authoritarian management + overtime,Custom,133,0.7280166521262809,0.25446949282326736,0.28194309250415595,101,46
Authoritarian management + overtime,Custom,134,0.7107022598039374,0.23882309119379588,0.30124894885763714,102,48
Authoritarian management + overtime,Custom,135,0.7186210812104844,0.23574848850896984,0.2966134353795669,103,47
Authoritarian management + overtime,Custom,136,0.7234681678786128,0.23763074118818364,0.29919598713256773,103,48
Authoritarian management + overtime,Custom,137,0.7308276400440398,0.22807462809921986,0.29553509048472726,104,47
Authoritarian management + overtime,Custom,138,0.7384530651951925,0.22414313766287247,0.2964423683493904,105,46
Authoritarian management + overtime,Custom,139,0.7418225538587209,0.2275272966883418,0.2991262859224478,105,47
Authoritarian management + overtime,Custom,140,0.7335703808966803,0.2050638949491894,0.30869606240725167,107,46
Authoritarian management + overtime,Custom,141,0.7380530543311267,0.19537307919738744,0.3042322269042762,108,45
Authoritarian management + overtime,Custom,142,0.7324370296811433,0.189415180169567,0.2995836397092643,109,45
Authoritarian management + overtime,Custom,143,0.7319508229515472,0.1922379917352348,0.31998619161892367,109,46
Authoritarian management + overtime,Custom,144,0.7414465434857512,0.19835105267726416,0.3067920137173592,109,46
Authoritarian management + overtime,Custom,145,0.7376171387057777,0.19802410214699895,0.3067097023087518,109,48
Authoritarian management + overtime,Custom,146,0.7284682703202594,0.18826906528479428,0.3079931000440029,112,46
Authoritarian management + overtime,Custom,147,0.7318065899888444,0.17832755253025412,0.30856494955325975,113,46
Authoritarian management + overtime,Custom,148,0.7480349163322125,0.18458344923041983,0.29786311721511555,113,46
Authoritarian management + overtime,Custom,149,0.7631072185057708,0.19139126708356644,0.2796015938153978,113,46
Authoritarian management + overtime,Custom,150,0.777056317235567,0.19844077833039392,0.28109372364527035,113,46
Authoritarian management + overtime,Custom,151,0.7569571305622387,0.19016883026030132,0.2876331053654384,114,48
Authoritarian management + overtime,Custom,152,0.7539558416100035,0.1866115564353422,0.29219335690461007,115,48
Authoritarian management + overtime,Custom,153,0.7622654506972655,0.19279317012108363,0.2779643880071151,115,48
Authoritarian management + overtime,Custom,154,0.7689006656434589,0.19937234246368118,0.27590462064897386,115,48
Authoritarian management + overtime,Custom,155,0.7704877946872052,0.20657545455681176,0.26128805361421364,116,47
Authoritarian management + overtime,Custom,156,0.7655486095916398,0.19313912719149673,0.2704309709694495,117,47
Authoritarian management + overtime,Custom,157,0.7647776182817042,0.19851145869996376,0.2598358947579926,117,48
Authoritarian management + overtime,Custom,158,0.7733443678097953,0.20576468199970818,0.2530938483021324,117,48
Authoritarian management + overtime,Custom,159,0.7810242660191276,0.21334942468491383,0.25442860744140355,117,48
Authoritarian management + overtime,Custom,160,0.7669297212986843,0.20330547015284345,0.26189442786933137,119,47
Authoritarian management + overtime,Custom,161,0.768764503463204,0.20848012991890108,0.26980223011361776,119,48
Authoritarian management + overtime,Custom,162,0.7788039627909177,0.21631081278328113,0.25899034774722957,119,48
Authoritarian management + overtime,Custom,163,0.7820709028248901,0.21673507874306935,0.25561469184525837,120,47
Authoritarian management + overtime,Custom,164,0.7851502279572959,0.2260286537608091,0.2406435180155089,121,46
Authoritarian management + overtime,Custom,165,0.7664739817735213,0.22274175365226545,0.2438666562858161,122,47
Authoritarian management + overtime,Custom,166,0.7674729460139539,0.2164738816435852,0.24099767890295326,123,46
Authoritarian management + overtime,Custom,167,0.7670387611808475,0.22406900747946487,0.2420491851518429,124,45
Authoritarian management + overtime,Custom,168,0.7512732689377889,0.22481142329904927,0.24756367503864843,126,44
Authoritarian management + overtime,Custom,169,0.7416905540548924,0.22513680294571262,0.24721470835504994,127,44
Authoritarian management + overtime,Custom,170,0.742927561350982,0.22858680792657024,0.24592574640755666,127,45
Authoritarian management + overtime,Custom,171,0.7420315496516531,0.2329933736166316,0.24952509604287126,128,45
Authoritarian management + overtime,Custom,172,0.7481412438293558,0.23554625089795878,0.2404865241465594,128,46
Authoritarian management + overtime,Custom,173,0.7320482356664162,0.22076064277091098,0.25680054201197494,130,46
Authoritarian management + overtime,Custom,174,0.7419942037016641,0.22557003046944427,0.25527942461098435,130,47
Authoritarian management + overtime,Custom,175,0.7555689451834942,0.23243430692473693,0.25042036639117976,130,47
Authoritarian management + overtime,Custom,176,0.7620243022177268,0.23648072066795015,0.2454366990767892,130,48
Authoritarian management + overtime,Custom,177,0.7703318330515773,0.23886799668104722,0.24110139111670165,131,47
Authoritarian management + overtime,Custom,178,0.7611998041202631,0.24079101789600774,0.2428815712356395,132,48
Authoritarian management + overtime,Custom,179,0.771625293560387,0.24846336114881826,0.23606677514863653,132,48
Authoritarian management + overtime,Custom,180,0.7798282499279326,0.25654782480628285,0.227623751991287,132,48
Authoritarian management + overtime,Mesa,0,0.29415237258004123,0.08659243108210397,0.6418893575325759,0,50
Authoritarian management + overtime,Mesa,1,0.3745536490707877,0.07281904781321245,0.7961210536316452,0,50
Authoritarian management + overtime,Mesa,2,0.45485926728332104,0.061373423007073116,0.7872223484736389,0,50
Authoritarian management + overtime,Mesa,3,0.5352036924296738,0.053487955464273,0.7413834292822894,0,50
Authoritarian management + overtime,Mesa,4,0.6166908723331157,0.04920030977951888,0.7105575012247815,0,50
Authoritarian management + overtime,Mesa,5,0.6940712376095293,0.04869894643080034,0.6776998668667568,0,50
Authoritarian management + overtime,Mesa,6,0.7555348109885662,0.051395372435692505,0.6469173301323167,0,50
Authoritarian management + overtime,Mesa,7,0.7943774080031634,0.05602596666888667,0.6148614084628328,0,50
Authoritarian management + overtime,Mesa,8,0.8209827686356524,0.06213895302420643,0.5885035490062729,0,50
Authoritarian management + overtime,Mesa,9,0.8406483435536998,0.06916635494017138,0.5600245059164874,0,50
Authoritarian management + overtime,Mesa,10,0.854956634335621,0.0765928718171481,0.5329442190596128,1,49
Authoritarian management + overtime,Mesa,11,0.8693441138153039,0.08521882242035725,0.4265027316259176,1,49
Authoritarian management + overtime,Mesa,12,0.8798652070837416,0.09440542453586992,0.39631058220622906,1,49
Authoritarian management + overtime,Mesa,13,0.8889617567206132,0.10410296932792906,0.366946505821805,1,49
Authoritarian management + overtime,Mesa,14,0.8956634525148545,0.11167131285675226,0.3406343868193858,2,48
Authoritarian management + overtime,Mesa,15,0.8912085328530907,0.11949143034663065,0.32102857073001384,2,49
Authoritarian management + overtime,Mesa,16,0.8967555368785451,0.12981074096479414,0.29815976385653437,2,49
Authoritarian management + overtime,Mesa,17,0.8995913104238372,0.1379225723485783,0.2882644743186281,3,48
Authoritarian management + overtime,Mesa,18,0.9044740289422117,0.14859276577635636,0.2748452418986767,3,48
Authoritarian management + overtime,Mesa,19,0.8991689884159334,0.15767071558698406,0.26857936661651155,3,49
Authoritarian management + overtime,Mesa,20,0.9052725969451407,0.16825127630414005,0.2535440081675887,3,49
Authoritarian management + overtime,Mesa,21,0.9119302684660975,0.17910483325034537,0.24180691610514443,3,49
Authoritarian management + overtime,Mesa,22,0.9089869062334283,0.18762772445186215,0.21494461031944792,3,50
Authoritarian management + overtime,Mesa,23,0.9133113228006313,0.1984448371317859,0.292542260429793,3,50
Authoritarian management + overtime,Mesa,24,0.9161014033006577,0.20952143986536365,0.28186324298296644,3,50
Authoritarian management + overtime,Mesa,25,0.9181180939009417,0.22073267782151834,0.27970640899847565,3,50
Authoritarian management + overtime,Mesa,26,0.9200460328663138,0.2319923227570703,0.273701231795842,3,50
Authoritarian management + overtime,Mesa,27,0.9219857436473881,0.24329658685856245,0.25836505729310943,3,50
Authoritarian management + overtime,Mesa,28,0.9220446513819981,0.2523841404053651,0.25628740349150836,4,49
Authoritarian management + overtime,Mesa,29,0.9237598690579863,0.26369638100160503,0.18243653301982948,4,49
Authoritarian management + overtime,Mesa,30,0.9240262849411199,0.2751691687231124,0.17532563763268924,5,48
Authoritarian management + overtime,Mesa,31,0.9236278258010101,0.2853967008294124,0.17617404604666914,6,47
Authoritarian management + overtime,Mesa,32,0.9252408254240013,0.29676973616480484,0.16195091685608057,6,47
Authoritarian management + overtime,Mesa,33,0.9137286354989201,0.29631209386191176,0.17585862647563755,8,46
Authoritarian management + overtime,Mesa,34,0.9170307943345266,0.30715654220083133,0.16705870458232547,8,46
Authoritarian management + overtime,Mesa,35,0.9082261516165346,0.3121758050256202,0.16639669163782828,8,47
Authoritarian management + overtime,Mesa,36,0.8949237229485014,0.31111267683853,0.17490351624249162,10,46
Authoritarian management + overtime,Mesa,37,0.8986838125771753,0.32105416484991883,0.15935897097089968,10,46
Authoritarian management + overtime,Mesa,38,0.8807331714777272,0.31701677459474065,0.1720905713903235,12,46
Authoritarian management + overtime,Mesa,39,0.8807442696543134,0.3210500105794735,0.172700392891236,14,44
Authoritarian management + overtime,Mesa,40,0.8823104166028523,0.3255984807879028,0.16636146802529808,15,43
Authoritarian management + overtime,Mesa,41,0.8602103873877042,0.3234062141566107,0.1743992392644081,15,45
Authoritarian management + overtime,Mesa,42,0.8655365411699224,0.3324520977629268,0.16652042115304072,15,45
Authoritarian management + overtime,Mesa,43,0.8440825313312615,0.32630642197147525,0.1894806839468422,16,46
Authoritarian management + overtime,Mesa,44,0.8287866321828343,0.321226972333073,0.20131721292920832,17,47
Authoritarian management + overtime,Mesa,45,0.8285528133215911,0.3151809706634809,0.20379051740006193,18,47
Authoritarian management + overtime,Mesa,46,0.8424152712317874,0.32322121493961353,0.20856881460485216,18,47
Authoritarian management + overtime,Mesa,47,0.8555890870488467,0.3318371734948651,0.19843919365109677,18,47
Authoritarian management + overtime,Mesa,48,0.8573352179987059,0.3269615200975769,0.1950729856380447,19,47
Authoritarian management + overtime,Mesa,49,0.8538434862923634,0.3201479612273126,0.19484730090045713,21,46
Authoritarian management + overtime,Mesa,50,0.8463462483549822,0.31401311959864336,0.19853694590839552,23,45
Authoritarian management + overtime,Mesa,51,0.8548141895668585,0.3226730299254762,0.2002421471687149,23,45
Authoritarian management + overtime,Mesa,52,0.8607525555514167,0.33192553835436767,0.18865957675599015,23,45
Authoritarian management + overtime,Mesa,53,0.8509621086654667,0.3293884880691895,0.18364708963075352,24,45
Authoritarian management + overtime,Mesa,54,0.8350703844928282,0.32660477474465704,0.2034491466796887,24,47
Authoritarian management + overtime,Mesa,55,0.8215109037161228,0.32407404466307266,0.2047167217020487,24,49
Authoritarian management + overtime,Mesa,56,0.8316156213932714,0.3319375268892012,0.20323173163082597,24,49
Authoritarian management + overtime,Mesa,57,0.8344294869292075,0.3260868829122482,0.1992970783807639,26,47
Authoritarian management + overtime,Mesa,58,0.8302806434469256,0.32069830627806273,0.21058458159172042,27,47
Authoritarian management + overtime,Mesa,59,0.8347948457640326,0.32370434655023017,0.21172141762979169,28,46
Authoritarian management + overtime,Mesa,60,0.830603079310507,0.30685588099969435,0.2140653450727826,31,43
Authoritarian management + overtime,Mesa,61,0.8371423790262211,0.31576557950186307,0.20521043043037343,31,43
Authoritarian management + overtime,Mesa,62,0.8116665919746364,0.30449716931623516,0.2277832046941163,32,44
Authoritarian management + overtime,Mesa,63,0.8010279143230925,0.29833417847761745,0.2261691926470738,33,44
Authoritarian management + overtime,Mesa,64,0.7968941971386586,0.30017642188033017,0.22816488833675558,33,45
Authoritarian management + overtime,Mesa,65,0.7671443701614369,0.28872564727973143,0.25600493984476147,35,46
Authoritarian management + overtime,Mesa,66,0.7780121246039506,0.2952330521417255,0.2511451770719818,35,46
Authoritarian management + overtime,Mesa,67,0.7819575450726526,0.297280812084574,0.24260126053910935,35,47
Authoritarian management + overtime,Mesa,68,0.7831134172195078,0.2885633159972197,0.2508332461201408,36,47
Authoritarian management + overtime,Mesa,69,0.7924009417782927,0.2826959836189136,0.25106419672589897,37,46
Authoritarian management + overtime,Mesa,70,0.7824274498150541,0.27074353787491684,0.25203321918228866,38,47
Authoritarian management + overtime,Mesa,71,0.7905447034102387,0.27404753234265533,0.2566329855633931,39,46
Authoritarian management + overtime,Mesa,72,0.7976850529565787,0.28652383591573377,0.25044092412406227,40,45
Authoritarian management + overtime,Mesa,73,0.7975767493590176,0.2903171737710197,0.24598751174647168,40,46
Authoritarian management + overtime,Mesa,74,0.8014367410794505,0.2937520075998828,0.2428422212756886,40,47
Authoritarian management + overtime,Mesa,75,0.8025018299493543,0.2938661964060056,0.2499663987451589,41,47
Authoritarian management + overtime,Mesa,76,0.8063658562926858,0.2971236955622411,0.23376081451601613,41,48
Authoritarian management + overtime,Mesa,77,0.8070543914307463,0.30075573091458546,0.23555329420988516,41,49
Authoritarian management + overtime,Mesa,78,0.8127427781469904,0.29394564828820535,0.22981279354867692,42,48
Authoritarian management + overtime,Mesa,79,0.8225712446929886,0.30193045631932075,0.21244953732053176,42,48
Authoritarian management + overtime,Mesa,80,0.8036347228930822,0.2629304737094349,0.22882948805452985,46,45
Authoritarian management + overtime,Mesa,81,0.8099130184230651,0.2709865161051215,0.2212505587570952,46,45
Authoritarian management + overtime,Mesa,82,0.8122152021614176,0.26549531423396694,0.2136837925720349,47,44
Authoritarian management + overtime,Mesa,83,0.8090058560923219,0.2695266362784513,0.21915774454103124,47,45
Authoritarian management + overtime,Mesa,84,0.8010522506697993,0.24454623716089846,0.22422381374450984,51,41
Authoritarian management + overtime,Mesa,85,0.7712667092562145,0.23702139350933396,0.23943345398152935,51,45
Authoritarian management + overtime,Mesa,86,0.787005081350801,0.24414409672792317,0.23247750846607013,51,45
